Address,Establishment Name,Code Description,Date Cited,Date Corrected,Status
"2261 MASSACHUSETTS AVE
Cambridge, MA
(42.394283, -71.126674)",Yummy Thai Cuisine,"Walls,Celing,Attached Equip.,Constructed,Clean,",05/09/2017 12:00:00 AM,05/19/2017 12:00:00 AM,Corrected
"1629 Cambridge St
Cambridge, MA
(42.374805, -71.109201)",Darwin's Ltd.,Equipment Thermometers and Pressure Gauge,06/12/2018 12:00:00 AM,06/26/2018 12:00:00 AM,Corrected
"1105 MASSACHUSETTS AVE
Cambridge, MA
(42.370602, -71.113602)",Cilantro Grill,"Location, Restricted Use, Accessible",06/09/2016 12:00:00 AM,06/22/2016 12:00:00 AM,Corrected
"1220 Cambridge St
Cambridge, MA
(42.373338, -71.097807)",Guangzhou Restaurants,"Wiping Cloths, Clean, Sanitized, Use Restricted",07/24/2018 12:00:00 AM,08/02/2018 12:00:00 AM,Corrected
"899 Main St
Cambridge, MA
(42.363407, -71.09937)",Toscanini's,"Hand Cleanser, Hand Drying, Toilet Tissue, Signage",01/31/2014 12:00:00 AM,02/06/2014 12:00:00 AM,Corrected
"56 Brattle St
Cambridge, MA
(42.374599, -71.122055)",Cambridge Center for adult education,Permit to Operate,09/12/2013 12:00:00 AM,09/16/2013 12:00:00 AM,Corrected
"502 MASSACHUSETTS AVE
Cambridge, MA
(42.364141, -71.101608)",Viale,"Walls,Celing,Attached Equip.,Constructed,Clean,",12/03/2018 12:00:00 AM,12/17/2018 12:00:00 AM,Corrected
"91 Winthrop St
Cambridge, MA
(42.372446, -71.121146)",Parsnip,Conformance W/ Approved Procedures/HACCP Plans,10/23/2018 12:00:00 AM,10/31/2018 12:00:00 AM,Corrected
"11 SPRINGFIELD ST
Cambridge, MA
(42.374106, -71.100416)",Ole Mexican,"Hand Cleanser, Hand Drying, Toilet Tissue, Signage",01/09/2014 12:00:00 AM,01/22/2014 12:00:00 AM,Corrected
"100 Cambridgeside Pl
Cambridge, MA
(42.367005, -71.076013)",P F Changs,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",10/21/2014 12:00:00 AM,10/28/2014 12:00:00 AM,Corrected
"7 Holyoke St
Cambridge, MA
(42.372807, -71.11809)",Clover,Food Utensils Properly Stored,07/25/2013 12:00:00 AM,12/13/2013 12:00:00 AM,Corrected
"500 Memorial Dr
Cambridge, MA
(42.354965, -71.09997)",Next House Dining Hall,Non-Food Contact Surfaces Clean,10/24/2016 12:00:00 AM,11/01/2016 12:00:00 AM,Corrected
"950 Massachusetts Ave
Cambridge, MA
(42.368866, -71.109912)",Dumpling House,"Food Protection, Storage, Display, Transportation",11/16/2015 12:00:00 AM,12/10/2015 12:00:00 AM,Corrected
"84 Massachusetts Ave
Cambridge, MA
(42.359495, -71.094)",Laverdes,Prevention Of Contamination From Hands,08/26/2014 12:00:00 AM,05/07/2019 06:00:40 AM,Cited
"1075 Cambridge St
Cambridge, MA
(42.372979, -71.095098)",Clover Fast Food,Installed And Maintained,07/15/2013 12:00:00 AM,01/27/2014 12:00:00 AM,Corrected
"5 CAMBRIDGE CTR
Cambridge, MA
(42.363049, -71.087448)",Legal sea Food,"Outside Storage Area Clean, Properly Constructed",02/04/2014 12:00:00 AM,05/28/2014 12:00:00 AM,Corrected
"204 HAMPSHIRE ST
Cambridge, MA
(42.373204, -71.10019)",City Girl Cafe,Food Contact Surfaces Clean,02/27/2019 12:00:00 AM,03/14/2019 12:00:00 AM,Corrected
"1722 Massachusetts Ave
Cambridge, MA
(42.384015, -71.119546)",Pokecity,Non-Food Contact Surfaces Clean,04/12/2018 12:00:00 AM,04/19/2018 12:00:00 AM,Corrected
"8 ELIOT SQ
Cambridge, MA
(42.372571, -71.121635)",Falafel Corner,Rooms And Equipment Vented,03/19/2018 12:00:00 AM,04/02/2018 12:00:00 AM,Corrected
"244 Huron Ave
Cambridge, MA
(42.381492, -71.133831)",Formaggio Kitchen,Rooms And Equipment Vented,11/08/2017 12:00:00 AM,11/29/2017 12:00:00 AM,Corrected
"1105 MASSACHUSETTS AVE
Cambridge, MA
(42.370602, -71.113602)",Zoe's,Cooling,12/09/2014 12:00:00 AM,01/02/2015 12:00:00 AM,Corrected
"282 Concord Ave
Cambridge, MA
(42.383627, -71.133635)",House of Chang,"Wiping Cloths, Clean, Sanitized, Use Restricted",10/17/2013 12:00:00 AM,10/24/2013 12:00:00 AM,Corrected
"472 Massachusetts Ave
Cambridge, MA
(42.363916, -71.101226)",Middle East,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",12/15/2014 12:00:00 AM,12/23/2014 12:00:00 AM,Corrected
"18 ELIOT ST
Cambridge, MA
(42.371971, -71.121632)",Tanjore,Installed And Maintained,04/02/2018 12:00:00 AM,04/09/2018 12:00:00 AM,Corrected
"1 Porter Sq
Cambridge, MA
(42.389188, -71.119904)",Akai Ryu,Facilities To Maintain Product Temperature,03/04/2015 12:00:00 AM,03/11/2015 12:00:00 AM,Corrected
"1920 Massachusetts Ave
Cambridge, MA
(42.389135, -71.119872)",Christopher's,Test Kit Provided,03/05/2014 12:00:00 AM,03/12/2014 12:00:00 AM,Corrected
"904 Massachusetts Ave
Cambridge, MA
(42.368308, -71.108617)",Atomic Bean Cafe,Non-Food Contact Surfaces Clean,01/18/2017 12:00:00 AM,01/25/2017 12:00:00 AM,Corrected
"1678 MASSACHUSETTS AVE
Cambridge, MA
(42.382351, -71.119725)",Mix It,"Wiping Cloths, Clean, Sanitized, Use Restricted",03/15/2018 12:00:00 AM,03/22/2018 12:00:00 AM,Corrected
"31 CHURCH ST
Cambridge, MA
(42.374384, -71.120149)",Lizzy's Ice Cream,"Walls,Celing,Attached Equip.,Constructed,Clean,",09/07/2016 12:00:00 AM,10/24/2016 12:00:00 AM,Corrected
"2088 Massachusetts Ave
Cambridge, MA
(42.39144, -71.123479)",Wasabi @ Porter,Non-Food Contact Surfaces Clean,08/15/2017 12:00:00 AM,08/23/2017 12:00:00 AM,Corrected
"115 Prospect St
Cambridge, MA
(42.367963, -71.101978)",Whole Foods,"Walls,Celing,Attached Equip.,Constructed,Clean,",06/07/2018 12:00:00 AM,06/14/2018 12:00:00 AM,Corrected
"92 Winthrop St
Cambridge, MA
(42.372277, -71.120779)",Shake Shack,Rooms And Equipment Vented,06/05/2017 12:00:00 AM,06/15/2017 12:00:00 AM,Corrected
"912 Massachusetts Ave
Cambridge, MA
(42.368338, -71.108681)",Plough and Stars,"Food Container, Properly Labeled",05/05/2016 12:00:00 AM,05/16/2016 12:00:00 AM,Corrected
"40 Granite St
Cambridge, MA
(42.355994, -71.112038)",Morse School,"Insects, Rodents, Animals, Outer Openings",10/23/2014 12:00:00 AM,05/07/2019 06:00:32 AM,Cited
"36 Jfk St
Cambridge, MA
(42.372861, -71.11992)",Le's Restaurant,"Non-Food Contact Surfaces Desgned, Maint., Inst.",05/08/2017 12:00:00 AM,05/15/2017 12:00:00 AM,Corrected
"84 Massachusetts Ave
Cambridge, MA
(42.359495, -71.094)",Subway,"Hand Cleanser, Hand Drying, Toilet Tissue, Signage",11/20/2013 12:00:00 AM,11/27/2013 12:00:00 AM,Corrected
"1001 Massachusetts Ave
Cambridge, MA
(42.369398, -71.11138)",Harvest of India,Clean Equipment And Utensils Properly Stored,03/22/2018 12:00:00 AM,04/02/2018 12:00:00 AM,Corrected
"231 Alewife Brook Pkwy
Cambridge, MA
(42.388989, -71.143131)",Genki Ya,Hot And Cold Holding,01/31/2018 12:00:00 AM,02/08/2018 12:00:00 AM,Corrected
"301 Binney St
Cambridge, MA
(42.366336, -71.087137)",Plaza Catering,"Premises, Maintained, Unnecessary Articles, Main-",08/09/2017 12:00:00 AM,08/17/2017 12:00:00 AM,Corrected
"225 HAMPSHIRE ST
Cambridge, MA
(42.373807, -71.100931)",Punjabi Dhaba Restaurant,Rooms And Equipment Vented,08/31/2017 12:00:00 AM,09/07/2017 12:00:00 AM,Corrected
"21 Brattle St
Cambridge, MA
(42.373283, -71.120378)",Bertucci's,"Walls,Celing,Attached Equip.,Constructed,Clean,",07/12/2013 12:00:00 AM,07/19/2013 12:00:00 AM,Corrected
"569 CAMBRIDGE ST
Cambridge, MA
(42.371763, -71.085684)",Pandanleaf,Person In Charge (PIC) Assigned,08/08/2017 12:00:00 AM,08/24/2017 12:00:00 AM,Corrected
"799 Main St
Cambridge, MA
(42.363261, -71.097298)",Bertucci's Brick Oven,PIC Knowledgeable,10/28/2013 12:00:00 AM,11/04/2013 12:00:00 AM,Corrected
"1124 CAMBRIDGE ST
Cambridge, MA
(42.373091, -71.095931)",Midwest Grill,"Adequate Lighting, Fixtures Shielded",01/10/2017 12:00:00 AM,01/17/2017 12:00:00 AM,Corrected
"2180 MASSACHUSETTS AVE
Cambridge, MA
(42.392532, -71.12485)",Nimah Market,"Food Protection, Storage, Display, Transportation",11/05/2015 12:00:00 AM,11/12/2015 12:00:00 AM,Corrected
"1815 Massachusetts Ave
Cambridge, MA
(42.387126, -71.119111)",Yume Wo Katare Udon,"Walls,Celing,Attached Equip.,Constructed,Clean,",12/27/2018 12:00:00 AM,01/03/2019 12:00:00 AM,Corrected
"3 Cambridge Ctr
Cambridge, MA
(42.363847, -71.088553)",Beijing Tokyo,Permit to Operate,09/23/2013 12:00:00 AM,12/13/2013 12:00:00 AM,Corrected
"14 Jfk St
Cambridge, MA
(42.373162, -71.119657)",Russell House Tavern,Facilities To Maintain Product Temperature,07/10/2018 12:00:00 AM,07/17/2018 12:00:00 AM,Corrected
"468 Broadway
Cambridge, MA
(42.374014, -71.112901)",Broadway Market,Non-Food Contact Surfaces Clean,04/10/2017 12:00:00 AM,04/18/2017 12:00:00 AM,Corrected
"2072 Massachusetts Ave
Cambridge, MA
(42.391237, -71.123085)",Darul Kabab,"Separation, Segregation, No Cross Contamination",11/17/2015 12:00:00 AM,11/17/2015 12:00:00 AM,Corrected
"18 Eliot St
Cambridge, MA
(42.371971, -71.121632)",Tanjore,Non-Food Contact Surfaces Clean,01/07/2019 12:00:00 AM,01/14/2019 12:00:00 AM,Corrected
"148 First St
Cambridge, MA
(42.366606, -71.077867)",Shabu & Mein,Handling Of Food & Ice Minimized,07/12/2016 12:00:00 AM,07/19/2016 12:00:00 AM,Corrected
"24 HOLYOKE ST
Cambridge, MA
(42.37212, -71.118487)",Spice Thai Cuisine,"Single Service Articles Stored, Dispensed",05/18/2016 12:00:00 AM,06/08/2016 12:00:00 AM,Corrected
"21 Brattle St
Cambridge, MA
(42.373283, -71.120378)",Felipe's,Food Contact Surfaces Clean,01/11/2016 12:00:00 AM,01/20/2016 12:00:00 AM,Corrected
"781 Main St
Cambridge, MA
(42.363229, -71.096883)",Beijing Tokyo,"Wiping Cloths, Clean, Sanitized, Use Restricted",09/07/2017 12:00:00 AM,09/13/2017 12:00:00 AM,Corrected
"1712 MASSACHUSETTS AVE
Cambridge, MA
(42.383537, -71.119598)",Changsho,Non-Food Contact Surfaces Clean,03/07/2013 12:00:00 AM,05/07/2019 06:00:39 AM,Cited
"294 Concord Ave
Cambridge, MA
(42.383768, -71.133941)",Concord Avenue Cafe,Non-Food Contact Surfaces Clean,08/14/2018 12:00:00 AM,08/21/2018 12:00:00 AM,Corrected
"459 Broadway
Cambridge, MA
(42.373804, -71.112375)",Cambridge Rindge & Latin Cafeteria,"Proper, Adequate, Handwashing",05/24/2013 12:00:00 AM,05/07/2019 06:00:32 AM,Corrected
"321 BROADWAY
Cambridge, MA
(42.369377, -71.101154)",Tedeschi's Broadway,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",11/25/2014 12:00:00 AM,12/09/2014 12:00:00 AM,Corrected
"84 Massachusetts Ave
Cambridge, MA
(42.359495, -71.094)",Alpine Bagels,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",10/16/2013 12:00:00 AM,10/24/2013 12:00:00 AM,Corrected
"2388 Massachusetts Ave
Cambridge, MA
(42.396985, -71.129837)",Joe Sent Me,Clean Equipment And Utensils Properly Stored,04/13/2017 12:00:00 AM,04/24/2017 12:00:00 AM,Corrected
"57 JFK ST
Cambridge, MA
(42.37201, -71.120651)",Maharaja,Food Contact Surfaces Clean,01/13/2014 12:00:00 AM,05/07/2019 06:00:36 AM,Cited
"37 Bishop Allen Dr
Cambridge, MA
(42.364405, -71.099869)",St Paul's AME Church,Rooms And Equipment Vented,10/03/2014 12:00:00 AM,05/07/2019 06:00:30 AM,Cited
"89 Second St
Cambridge, MA
(42.368384, -71.079174)",Second St Cafe,Rooms And Equipment Vented,12/14/2015 12:00:00 AM,01/08/2016 12:00:00 AM,Corrected
"305 River St
Cambridge, MA
(42.362338, -71.113256)",Riverside Pizza,"Non-Food Contact Surfaces Desgned, Maint., Inst.",05/22/2014 12:00:00 AM,05/29/2014 12:00:00 AM,Corrected
"1001 Massachusetts Ave
Cambridge, MA
(42.369398, -71.11138)",Flame Szechuan Hot Pot,"Water Safe, Hot And Cold Under Pressure",01/11/2017 12:00:00 AM,01/12/2017 12:00:00 AM,Corrected
"1815 MASSACHUSETTS AVE
Cambridge, MA
(42.387126, -71.119111)",Cho Cho's,"Premises, Maintained, Unnecessary Articles, Main-",06/06/2017 12:00:00 AM,07/03/2017 12:00:00 AM,Corrected
"32 Vassar St
Cambridge, MA
(42.361318, -71.092561)",R&D Club,"Food Protection, Storage, Display, Transportation",10/19/2016 12:00:00 AM,10/26/2016 12:00:00 AM,Corrected
"89 Winthrop St
Cambridge, MA
(42.372446, -71.121146)",Grendel's Den Restaurant & Bar,"Food Protection, Storage, Display, Transportation",09/28/2016 12:00:00 AM,10/05/2016 12:00:00 AM,Corrected
"251 Cambridge St
Cambridge, MA
(42.371056, -71.080149)",Ultimate Pizza,Facilities To Maintain Product Temperature,06/13/2013 12:00:00 AM,05/07/2019 06:00:29 AM,Corrected
"45 Mt Auburn St
Cambridge, MA
(42.371218, -71.116523)",Daedalus,"Wiping Cloths, Clean, Sanitized, Use Restricted",07/30/2018 12:00:00 AM,08/06/2018 12:00:00 AM,Corrected
"901 Main St
Cambridge, MA
(42.363417, -71.099519)",Cinderella's Restaurant,"Food Protection, Storage, Display, Transportation",08/25/2016 12:00:00 AM,09/01/2016 12:00:00 AM,Corrected
"56 Linnaean St
Cambridge, MA
(42.38269, -71.125298)",Quad Grill,Permit to Operate,11/13/2014 12:00:00 AM,11/17/2014 12:00:00 AM,Corrected
"1 KENDALL SQ-3
Cambridge, MA
(42.366551, -71.09019)",Friendly toadt,Food Utensils Properly Stored,01/08/2015 12:00:00 AM,01/15/2015 12:00:00 AM,Corrected
"89 Winthrop St
Cambridge, MA
(42.372446, -71.121146)",Grendels Den,Hot And Cold Holding,02/12/2014 12:00:00 AM,02/19/2014 12:00:00 AM,Corrected
"36 Jfk St
Cambridge, MA
(42.372861, -71.11992)",Chutneys,Installed And Maintained,07/10/2018 12:00:00 AM,09/03/2018 12:00:00 AM,Corrected
"955 MASSACHUSETTS AVE
Cambridge, MA
(42.368901, -71.110005)",Dado,"Adequate Lighting, Fixtures Shielded",06/09/2016 12:00:00 AM,06/28/2016 12:00:00 AM,Corrected
"57 JFK ST
Cambridge, MA
(42.37201, -71.120651)",Bon Chon,"Location, Restricted Use, Accessible",01/29/2014 12:00:00 AM,02/05/2014 12:00:00 AM,Corrected
"1124 CAMBRIDGE ST
Cambridge, MA
(42.373091, -71.095931)",Midwest Grill,"Non-Food Contact Surfaces Desgned, Maint., Inst.",12/13/2018 12:00:00 AM,12/27/2018 12:00:00 AM,Corrected
"704 Massachusetts Ave
Cambridge, MA
(42.36607, -71.104842)",Four Burgers,"Walls,Celing,Attached Equip.,Constructed,Clean,",08/20/2013 12:00:00 AM,09/03/2013 12:00:00 AM,Corrected
"736 Massachusetts Ave
Cambridge, MA
(42.366247, -71.105146)",Mass Chicken,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",03/09/2015 12:00:00 AM,03/16/2015 12:00:00 AM,Corrected
"502 MASSACHUSETTS AVE
Cambridge, MA
(42.364141, -71.101608)",Viale,Test Kit Provided,01/11/2018 12:00:00 AM,01/18/2018 12:00:00 AM,Corrected
"1350 Massachusetts Ave
Cambridge, MA
(42.373241, -71.118336)",Oggi,"Adequate Lighting, Fixtures Shielded",03/04/2013 12:00:00 AM,05/07/2019 06:00:38 AM,Cited
"300 Third St
Cambridge, MA
(42.365613, -71.082467)",Fuji,Hot And Cold Holding,02/19/2015 12:00:00 AM,02/26/2015 12:00:00 AM,Corrected
"2030 Massachusetts Ave
Cambridge, MA
(42.390732, -71.121977)",Andys,"Wiping Cloths, Clean, Sanitized, Use Restricted",11/05/2013 12:00:00 AM,11/12/2013 12:00:00 AM,Corrected
"904 Massachusetts Ave
Cambridge, MA
(42.368308, -71.108617)",Atomic Bean Cafe,"Hand Cleanser, Hand Drying, Toilet Tissue, Signage",05/07/2018 12:00:00 AM,05/14/2018 12:00:00 AM,Corrected
"561 Cambridge St
Cambridge, MA
(42.371748, -71.085564)",East Side Bar & Grille,"Adequate Lighting, Fixtures Shielded",01/09/2018 12:00:00 AM,01/18/2018 12:00:00 AM,Corrected
"472 Massachusetts Ave
Cambridge, MA
(42.363916, -71.101226)",Middle East Restaurant,Non-Food Contact Surfaces Clean,11/16/2016 12:00:00 AM,11/23/2016 12:00:00 AM,Corrected
"2366 MASSACHUSETTS AVE
Cambridge, MA
(42.396515, -71.129317)",Greek Corner Restaurant,Non-Food Contact Surfaces Clean,10/10/2017 12:00:00 AM,10/26/2017 12:00:00 AM,Corrected
"464 MASSACHUSETTS AVE
Cambridge, MA
(42.363808, -71.101041)",Mary Chung Restaurant,Clean Equipment And Utensils Properly Stored,03/30/2017 12:00:00 AM,04/06/2017 12:00:00 AM,Corrected
"40 Land Blvd
Cambridge, MA
(42.366659, -71.075606)",Royal Sonesta Hotel/Employee Cafe,Facilities To Maintain Product Temperature,07/25/2016 12:00:00 AM,08/01/2016 12:00:00 AM,Corrected
"336 RINDGE AVE
Cambridge, MA
(42.393812, -71.137499)",Ferro's Foodtown,"Hand Cleanser, Hand Drying, Toilet Tissue, Signage",08/17/2017 12:00:00 AM,08/24/2017 12:00:00 AM,Corrected
"1945 Massachusetts Ave
Cambridge, MA
(42.389635, -71.120174)",Newtowne. Grille,"Hand Cleanser, Hand Drying, Toilet Tissue, Signage",06/27/2013 12:00:00 AM,07/11/2013 12:00:00 AM,Corrected
"2310 Massachusetts Ave
Cambridge, MA
(42.395485, -71.128161)",Frank's Steakhouse,Clean Equipment And Utensils Properly Stored,06/20/2016 12:00:00 AM,05/07/2019 06:00:37 AM,Cited
"55 Broadway
Cambridge, MA
(42.363189, -71.085383)",CJ Regent Cafe,Facilities To Maintain Product Temperature,04/01/2013 12:00:00 AM,05/07/2019 06:00:38 AM,Cited
"878 MASSACHUSETTS AVE
Cambridge, MA
(42.367858, -71.107715)",Peoples Republik,"Insects, Rodents, Animals, Outer Openings",03/06/2014 12:00:00 AM,03/13/2014 12:00:00 AM,Corrected
"598 Massachusetts Ave
Cambridge, MA
(42.365082, -71.10317)",Chipotle,Permit to Operate,12/08/2015 12:00:00 AM,05/07/2019 06:00:30 AM,Cited
"831 Massachusetts Ave
Cambridge, MA
(42.367142, -71.106571)",dfdfd,PHF's Properly Thawed,02/13/2018 12:00:00 AM,05/07/2019 06:00:33 AM,Cited
"102 COLUMBIA ST
Cambridge, MA
(42.365928, -71.098484)",International Convenience,"Adequate Lighting, Fixtures Shielded",06/09/2017 12:00:00 AM,06/20/2017 12:00:00 AM,Corrected
"1573 Cambridge St
Cambridge, MA
(42.374457, -71.106592)",Youville House,Good Hygienic Practices,04/20/2017 12:00:00 AM,04/28/2017 12:00:00 AM,Corrected
"424 Massachusetts Ave
Cambridge, MA
(42.363516, -71.100536)",Mariposa Bakery,"Wiping Cloths, Clean, Sanitized, Use Restricted",09/10/2018 12:00:00 AM,05/07/2019 06:00:39 AM,Corrected
"16 Eliot St
Cambridge, MA
(42.371998, -71.121652)",IHOP,Clean Equipment And Utensils Properly Stored,11/13/2017 12:00:00 AM,11/20/2017 12:00:00 AM,Corrected
"928 Massachusetts Ave
Cambridge, MA
(42.368526, -71.109098)",India Castle,"Non-Food Contact Surfaces Desgned, Maint., Inst.",01/07/2016 12:00:00 AM,01/07/2016 12:00:00 AM,Corrected
"906 Massachusetts Ave
Cambridge, MA
(42.368284, -71.108569)",Mass Ave Diner,"Insects, Rodents, Animals, Outer Openings",08/20/2018 12:00:00 AM,08/27/2018 12:00:00 AM,Corrected
"11 Dunster St
Cambridge, MA
(42.372855, -71.119014)",Mike's Pastry,Permit to Operate,10/17/2014 12:00:00 AM,10/29/2014 12:00:00 AM,Corrected
"1573 Cambridge St
Cambridge, MA
(42.374457, -71.106592)",Youville House,No Spoilage,04/20/2017 12:00:00 AM,04/28/2017 12:00:00 AM,Corrected
"4 Cambridge Ctr
Cambridge, MA
(42.363046, -71.087413)",Google/Restaurant Associates,Food Utensils Properly Stored,08/29/2013 12:00:00 AM,09/09/2013 12:00:00 AM,Corrected
"1075 Cambridge St
Cambridge, MA
(42.372979, -71.095098)",Clover Fast Food/Processing,Installed And Maintained,03/26/2013 12:00:00 AM,04/03/2013 12:00:00 AM,Cited
"569 CAMBRIDGE ST
Cambridge, MA
(42.371763, -71.085684)",Pandanleaf,Equipment Thermometers and Pressure Gauge,06/21/2016 12:00:00 AM,05/07/2019 06:00:39 AM,Corrected
"1627 Cambridge St
Cambridge, MA
(42.374815, -71.109281)",Harvard Market,Food Thermometers Provided,09/22/2016 12:00:00 AM,09/29/2016 12:00:00 AM,Corrected
"1815 Massachusetts Ave
Cambridge, MA
(42.387126, -71.119111)",Cafe  Mami,"Location, Restricted Use, Accessible",08/12/2013 12:00:00 AM,08/19/2013 12:00:00 AM,Corrected
"2310 Massachusetts Ave
Cambridge, MA
(42.395485, -71.128161)",Frank's Steak House,Hot And Cold Holding,11/06/2017 12:00:00 AM,11/20/2017 12:00:00 AM,Corrected
"1 Porter Sq
Cambridge, MA
(42.389188, -71.119904)",Akai Ryu Shabu & Sushi,"Food Contact Surfaces Designed, Maint. ,Installed",07/01/2014 12:00:00 AM,07/15/2014 12:00:00 AM,Corrected
"1008 Cambridge St
Cambridge, MA
(42.372822, -71.093883)",Muqueca,Non-Food Contact Surfaces Clean,12/22/2015 12:00:00 AM,01/13/2016 12:00:00 AM,Corrected
"580 Massachusetts Ave
Cambridge, MA
(42.364864, -71.102822)",Harvest Coop,"Non-Food Contact Surfaces Desgned, Maint., Inst.",06/28/2017 12:00:00 AM,07/18/2017 12:00:00 AM,Corrected
"1815 MASSACHUSETTS AVE
Cambridge, MA
(42.387126, -71.119111)",Cho Cho's,"Food Protection, Storage, Display, Transportation",11/15/2016 12:00:00 AM,12/13/2016 12:00:00 AM,Corrected
"1706 Massachusetts Ave
Cambridge, MA
(42.38319, -71.119637)",Harvard House of Pizza,"Insects, Rodents, Animals, Outer Openings",09/12/2018 12:00:00 AM,09/19/2018 12:00:00 AM,Corrected
"201 ALEWIFE BROOK PKWY
Cambridge, MA
(42.389925, -71.142343)",Bon Me,"Hand Cleanser, Hand Drying, Toilet Tissue, Signage",11/16/2015 12:00:00 AM,05/07/2019 06:00:31 AM,Corrected
"64 Linnaean St
Cambridge, MA
(42.38232, -71.126069)",HUDS Currier,"Water Safe, Hot And Cold Under Pressure",04/20/2016 12:00:00 AM,04/27/2016 12:00:00 AM,Corrected
"1621 Cambridge St
Cambridge, MA
(42.374805, -71.109201)",Mona Lisa,"Insects, Rodents, Animals, Outer Openings",02/21/2019 12:00:00 AM,03/05/2019 12:00:00 AM,Corrected
"1920 Massachusetts Ave
Cambridge, MA
(42.389135, -71.119872)",Christopher's,Equipment Thermometers and Pressure Gauge,01/05/2016 12:00:00 AM,01/12/2016 12:00:00 AM,Corrected
"201 Broadway
Cambridge, MA
(42.36599, -71.092605)",Kendall Kitchen,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",06/01/2015 12:00:00 AM,06/09/2015 12:00:00 AM,Corrected
"2030 Massachusetts Ave
Cambridge, MA
(42.390732, -71.121977)",Andy's Diner,Food Utensils Properly Stored,08/21/2018 12:00:00 AM,09/05/2018 12:00:00 AM,Corrected
"195 Concord Tpke
Cambridge, MA
(42.398943, -71.146269)",Lanes & Games,"Walls,Celing,Attached Equip.,Constructed,Clean,",10/22/2014 12:00:00 AM,05/07/2019 06:00:34 AM,Cited
"679 Concord Ave
Cambridge, MA
(42.390111, -71.150595)",Burger King,Hot And Cold Holding,09/26/2017 12:00:00 AM,11/15/2017 12:00:00 AM,Corrected
"1759 Massachusetts Ave
Cambridge, MA
(42.38518, -71.119304)",Super Fusion Sushi,Test Kit Provided,11/16/2015 12:00:00 AM,11/30/2015 12:00:00 AM,Corrected
"345 CAMBRIDGE ST
Cambridge, MA
(42.371266, -71.08183)",Aram's Pizza #2,Facilities To Maintain Product Temperature,06/05/2013 12:00:00 AM,06/13/2013 12:00:00 AM,Corrected
"2401 Massachusetts Ave
Cambridge, MA
(42.397022, -71.129743)",Singabella Cafe,Hot And Cold Holding,05/23/2014 12:00:00 AM,06/13/2014 12:00:00 AM,Corrected
"99 BRATTLE ST
Cambridge, MA
(42.376064, -71.12496)",Bon Appetit @ Lesley University,"Food Container, Properly Labeled",04/03/2017 12:00:00 AM,04/10/2017 12:00:00 AM,Corrected
"991 MASSACHUSETTS AVE
Cambridge, MA
(42.369282, -71.11105)",The Cellar,"Dressing Rooms Clean, Lockers Provided",01/30/2017 12:00:00 AM,02/13/2017 12:00:00 AM,Corrected
"358 Huron Ave
Cambridge, MA
(42.381202, -71.138526)",Fresh Pond Market,Food Contact Surfaces Cleaned And Sanitized,01/08/2019 12:00:00 AM,01/08/2019 12:00:00 AM,Corrected
"730 Massachusetts Ave
Cambridge, MA
(42.366124, -71.104935)",Tavern in the Square,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",02/13/2014 12:00:00 AM,02/20/2014 12:00:00 AM,Corrected
"1796 Massachusetts Ave
Cambridge, MA
(42.385954, -71.11934)",Bagelsaurus,Hot And Cold Holding,10/26/2016 12:00:00 AM,11/02/2016 12:00:00 AM,Corrected
"517 Concord Ave
Cambridge, MA
(42.387679, -71.142487)",Dunkin Donuts,"Food Container, Properly Labeled",08/17/2017 12:00:00 AM,08/24/2017 12:00:00 AM,Corrected
"24 PEARL ST
Cambridge, MA
(42.364201, -71.10312)",Rangzen,Facilities To Maintain Product Temperature,08/06/2015 12:00:00 AM,08/19/2015 12:00:00 AM,Corrected
"34 CARLETON ST
Cambridge, MA
(42.361278, -71.086288)",Jose's Truck,"Water Safe, Hot And Cold Under Pressure",08/08/2013 12:00:00 AM,08/12/2013 12:00:00 AM,Corrected
"600 Technology Sq
Cambridge, MA
(42.364251, -71.092767)",Al's Cafe,Food Contact Surfaces Cleaned And Sanitized,12/06/2017 12:00:00 AM,12/13/2017 12:00:00 AM,Corrected
"1712 MASSACHUSETTS AVE
Cambridge, MA
(42.383537, -71.119598)",Changsho Restaurant,Food Utensils Properly Stored,06/09/2015 12:00:00 AM,06/23/2015 12:00:00 AM,Corrected
"279a BROADWAY
Cambridge, MA
(42.368091, -71.097908)",Bondir,"Walls,Celing,Attached Equip.,Constructed,Clean,",12/10/2014 12:00:00 AM,02/20/2015 12:00:00 AM,Corrected
"575 Memorial Dr
Cambridge, MA
(42.353488, -71.105459)",Zephyr on the Charles,"Non-Food Contact Surfaces Desgned, Maint., Inst.",03/18/2013 12:00:00 AM,05/06/2013 12:00:00 AM,Cited
"301 Third St
Cambridge, MA
(42.364112, -71.083322)",Bgood,Hot And Cold Holding,02/20/2019 12:00:00 AM,03/05/2019 12:00:00 AM,Corrected
