Address,Establishment Name,Code Description,Date Cited,Date Corrected,Status
"1350 Massachusetts Ave
Cambridge, MA
(42.373241, -71.118336)",Al's Harvard Square Cafe,Facilities To Maintain Product Temperature,08/21/2014 12:00:00 AM,08/28/2014 12:00:00 AM,Corrected
"777 Memorial Dr
Cambridge, MA
(42.358532, -71.115528)",Bisutecki,"Food Protection, Storage, Display, Transportation",10/20/2014 12:00:00 AM,11/03/2014 12:00:00 AM,Corrected
"359 HURON AVE
Cambridge, MA
(42.381217, -71.138408)",Village Kitchen,"Outside Storage Area Clean, Properly Constructed",04/24/2018 12:00:00 AM,05/01/2018 12:00:00 AM,Corrected
"40 Brattle St
Cambridge, MA
(42.373677, -71.121232)",Alden and Harlow,"Adequate Lighting, Fixtures Shielded",02/18/2015 12:00:00 AM,02/25/2015 12:00:00 AM,Corrected
"4 Central Sq
Cambridge, MA
(42.36518, -71.104829)",Star Variety,"Location, Restricted Use, Accessible",07/22/2013 12:00:00 AM,12/18/2013 12:00:00 AM,Corrected
"1 Belmont St
Cambridge, MA
(42.374721, -71.150419)",Sofra,Clean Equipment And Utensils Properly Stored,10/21/2013 12:00:00 AM,10/28/2013 12:00:00 AM,Corrected
"187 HAMPSHIRE ST
Cambridge, MA
(42.37265, -71.099532)",Beauty's Pizza,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",08/08/2018 12:00:00 AM,08/10/2018 12:00:00 AM,Corrected
"2382 Massachusetts Ave
Cambridge, MA
(42.396897, -71.12974)",Qingdao Garden,Hot And Cold Holding,07/12/2018 12:00:00 AM,07/26/2018 12:00:00 AM,Corrected
"47 Palmer St
Cambridge, MA
(42.374194, -71.120134)",Veggie Planet,Facilities To Maintain Product Temperature,05/20/2013 12:00:00 AM,07/29/2013 12:00:00 AM,Corrected
"928 Massachusetts Ave
Cambridge, MA
(42.368526, -71.109098)",India Castle,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",03/02/2015 12:00:00 AM,03/09/2015 12:00:00 AM,Corrected
"1668 Massachusetts Ave
Cambridge, MA
(42.381927, -71.119774)",Berryline,"Insects, Rodents, Animals, Outer Openings",10/20/2016 12:00:00 AM,11/01/2016 12:00:00 AM,Corrected
"64 SIDNEY ST
Cambridge, MA
(42.361107, -71.1016)",Bytes @ University Park,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",11/23/2016 12:00:00 AM,11/30/2016 12:00:00 AM,Corrected
"1 KENDALL SQ-2
Cambridge, MA
(42.366551, -71.09019)",Flat Top Johnny's,"Food Protection, Storage, Display, Transportation",03/25/2013 12:00:00 AM,04/08/2013 12:00:00 AM,Cited
"200 Sidney St
Cambridge, MA
(42.3579, -71.105356)",Le Meridien Cambridge,Equipment Thermometers and Pressure Gauge,01/13/2014 12:00:00 AM,01/21/2014 12:00:00 AM,Corrected
"100 Cambridgeside Pl
Cambridge, MA
(42.367005, -71.076013)",World of Beer,Person In Charge (PIC) Assigned,03/26/2019 12:00:00 AM,05/07/2019 06:00:30 AM,Cited
"286 Franklin St
Cambridge, MA
(42.364818, -71.105655)",Andala Coffee House,Clean Equipment And Utensils Properly Stored,08/14/2017 12:00:00 AM,08/21/2017 12:00:00 AM,Corrected
"319 Western Ave
Cambridge, MA
(42.364534, -71.113213)",Basta Pasta,"Insects, Rodents, Animals, Outer Openings",07/25/2017 12:00:00 AM,07/26/2017 12:00:00 AM,Corrected
"44 BRATTLE ST
Cambridge, MA
(42.373969, -71.121487)",Harvest,"Water Safe, Hot And Cold Under Pressure",03/01/2016 12:00:00 AM,03/10/2016 12:00:00 AM,Corrected
"18 ELIOT ST
Cambridge, MA
(42.371971, -71.121632)",Takemura Japanese Restaurant,Rooms And Equipment Vented,08/22/2016 12:00:00 AM,09/06/2016 12:00:00 AM,Corrected
"1271 Cambridge St
Cambridge, MA
(42.373448, -71.09864)",Highland Fried,"Wiping Cloths, Clean, Sanitized, Use Restricted",12/06/2018 12:00:00 AM,12/13/2018 12:00:00 AM,Corrected
"571 Massachusetts Ave
Cambridge, MA
(42.364714, -71.102574)",Dosa Factory,Facilities To Maintain Product Temperature,10/12/2017 12:00:00 AM,10/23/2017 12:00:00 AM,Corrected
"955 MASSACHUSETTS AVE
Cambridge, MA
(42.368901, -71.110005)",Dado,Clean Equipment And Utensils Properly Stored,06/09/2016 12:00:00 AM,06/28/2016 12:00:00 AM,Corrected
"20 Quincy St
Cambridge, MA
(42.373334, -71.114858)",Harvard Faculty Club,"Insects, Rodents, Animals, Outer Openings",11/19/2014 12:00:00 AM,12/04/2014 12:00:00 AM,Corrected
"1001 Massachusetts Ave
Cambridge, MA
(42.369398, -71.11138)",Flame Szechuan Hot Pot,"Separation, Segregation, No Cross Contamination",01/15/2019 12:00:00 AM,01/22/2019 12:00:00 AM,Corrected
"1 Belmont St
Cambridge, MA
(42.374721, -71.150419)",Sofra Bakery & Cafe,Clean Equipment And Utensils Properly Stored,04/13/2017 12:00:00 AM,04/24/2017 12:00:00 AM,Corrected
"912 Massachusetts Ave
Cambridge, MA
(42.368338, -71.108681)",Plough and Stars,"Insects, Rodents, Animals, Outer Openings",01/28/2019 12:00:00 AM,02/05/2019 12:00:00 AM,Corrected
"1876 MASSACHUSETTS AVE
Cambridge, MA
(42.38829, -71.119528)",Bruegger's Bagels,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",11/23/2016 12:00:00 AM,11/30/2016 12:00:00 AM,Corrected
"1105 Massachusetts Ave
Cambridge, MA
(42.370602, -71.113602)",Cafe Sushi,Equipment Thermometers and Pressure Gauge,01/17/2019 12:00:00 AM,01/24/2019 12:00:00 AM,Corrected
"3 Brattle St
Cambridge, MA
(42.373418, -71.119559)",Tory Row,Clean Equipment And Utensils Properly Stored,08/08/2016 12:00:00 AM,08/08/2016 12:00:00 AM,Corrected
"282 Concord Ave
Cambridge, MA
(42.383627, -71.133635)",House of Chang,Food Contact Surfaces Clean,04/16/2019 12:00:00 AM,04/24/2019 12:00:00 AM,Corrected
"1868 Massachusetts Ave
Cambridge, MA
(42.387937, -71.119402)",Gourmet xpress,Facilities To Maintain Product Temperature,01/02/2014 12:00:00 AM,01/22/2014 12:00:00 AM,Corrected
"291 Third St
Cambridge, MA
(42.364715, -71.082975)",Abigail’s,"Hand Cleanser, Hand Drying, Toilet Tissue, Signage",12/03/2018 12:00:00 AM,12/10/2018 12:00:00 AM,Corrected
"1071 Cambridge St
Cambridge, MA
(42.372979, -71.095098)",Bisq,Food Contact Surfaces Clean,10/09/2018 12:00:00 AM,10/16/2018 12:00:00 AM,Corrected
"32 CHURCH ST
Cambridge, MA
(42.374372, -71.120434)",Border Cafe,"Insects, Rodents, Animals, Outer Openings",01/08/2018 12:00:00 AM,01/22/2018 12:00:00 AM,Corrected
"36 Jfk St
Cambridge, MA
(42.372861, -71.11992)",Le's,PIC Knowledgeable,10/30/2013 12:00:00 AM,01/13/2014 12:00:00 AM,Corrected
"85 Oxford St
Cambridge, MA
(42.382313, -71.116233)",Baldwin,"Water Safe, Hot And Cold Under Pressure",11/10/2015 12:00:00 AM,04/18/2017 12:00:00 AM,Corrected
"24 Dunster St
Cambridge, MA
(42.372657, -71.119123)",Saloniki Greek,"Wiping Cloths, Clean, Sanitized, Use Restricted",12/10/2018 12:00:00 AM,01/03/2019 12:00:00 AM,Corrected
"1923 Massachusetts Ave
Cambridge, MA
(42.389359, -71.119911)",Yume Wo Katare,"Insects, Rodents, Animals, Outer Openings",02/01/2018 12:00:00 AM,02/27/2018 12:00:00 AM,Corrected
"459 Broadway
Cambridge, MA
(42.373804, -71.112375)",Cambridge Rindge & Latin Cafeteria,"Labeling Of Ingredients, Accuracy, Allergens",05/24/2013 12:00:00 AM,05/07/2019 06:00:32 AM,Corrected
"90 Sherman St
Cambridge, MA
(42.388357, -71.132445)",Gran Gusto,Installed And Maintained,08/26/2013 12:00:00 AM,08/26/2013 12:00:00 AM,Corrected
"2180 MASSACHUSETTS AVE
Cambridge, MA
(42.392532, -71.12485)",Nimah Market,Test Kit Provided,11/05/2015 12:00:00 AM,12/03/2015 12:00:00 AM,Corrected
"1008 CAMBRIDGE ST
Cambridge, MA
(42.372822, -71.093883)",Muqueca Restaurant,"Wiping Cloths, Clean, Sanitized, Use Restricted",08/08/2017 12:00:00 AM,08/15/2017 12:00:00 AM,Corrected
"52 BRATTLE ST
Cambridge, MA
(42.374431, -71.121897)",L.A. Burdick Chocolate,Non-Food Contact Surfaces Clean,03/22/2016 12:00:00 AM,05/07/2019 06:00:35 AM,Cited
"1288 Massachusetts Ave
Cambridge, MA
(42.372832, -71.116861)",Tatte Bakery,"Proper, Adequate, Handwashing",07/23/2018 12:00:00 AM,07/30/2018 12:00:00 AM,Corrected
"1350 Massachusetts Ave
Cambridge, MA
(42.373241, -71.118336)",Al's Harvard Square Cafe,"Labeling Of Ingredients, Accuracy, Allergens",08/21/2014 12:00:00 AM,08/21/2014 12:00:00 AM,Corrected
"228 BROADWAY
Cambridge, MA
(42.366606, -71.094143)",Mulan,"Separation, Segregation, No Cross Contamination",08/09/2017 12:00:00 AM,08/16/2017 12:00:00 AM,Corrected
"5 Callender St
Cambridge, MA
(42.365372, -71.111018)",Cambridge Community Center,No Spoilage,10/11/2018 12:00:00 AM,11/07/2018 12:00:00 AM,Corrected
"169 HARVARD ST
Cambridge, MA
(42.366153, -71.095665)",Izzy's Restaurant & Sub Shop,Receiving/Sound Condition,09/16/2016 12:00:00 AM,09/23/2016 12:00:00 AM,Corrected
"1 KENDALL SQ-3
Cambridge, MA
(42.366551, -71.09019)",Friendly Toast,Equipment Thermometers and Pressure Gauge,02/29/2016 12:00:00 AM,05/07/2019 06:00:32 AM,Cited
"17 Central Sq
Cambridge, MA
(42.365279, -71.104764)",India Pavillion Restaurant,"Non-Food Contact Surfaces Desgned, Maint., Inst.",01/04/2017 12:00:00 AM,01/12/2017 12:00:00 AM,Corrected
"1075 Cambridge St
Cambridge, MA
(42.372979, -71.095098)",Clover Fast Food,"Hand Cleanser, Hand Drying, Toilet Tissue, Signage",07/25/2013 12:00:00 AM,01/27/2014 12:00:00 AM,Corrected
"505 Massachusetts Ave
Cambridge, MA
(42.364179, -71.101672)",Little Donkey,"Premises, Maintained, Unnecessary Articles, Main-",12/04/2017 12:00:00 AM,12/11/2017 12:00:00 AM,Corrected
"1 Bennett St
Cambridge, MA
(42.372618, -71.122767)",Henrietta's,"Non-Food Contact Surfaces Desgned, Maint., Inst.",06/02/2015 12:00:00 AM,06/09/2015 12:00:00 AM,Corrected
"625 Massachusetts Ave
Cambridge, MA
(42.365265, -71.103484)",Walgreens,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",04/19/2018 12:00:00 AM,04/26/2018 12:00:00 AM,Corrected
"2401 Massachusetts Ave
Cambridge, MA
(42.397022, -71.129743)",Fiorella's Express,"Walls,Celing,Attached Equip.,Constructed,Clean,",12/20/2017 12:00:00 AM,01/03/2018 12:00:00 AM,Corrected
"52 BRATTLE ST
Cambridge, MA
(42.374431, -71.121897)",L.A. Burdick Chocolate,"Insects, Rodents, Animals, Outer Openings",05/21/2018 12:00:00 AM,06/04/2018 12:00:00 AM,Corrected
"49 White St
Cambridge, MA
(42.389147, -71.117916)",Shaws,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",06/18/2013 12:00:00 AM,05/07/2019 06:00:36 AM,Cited
"1815 Massachusetts Ave
Cambridge, MA
(42.387126, -71.119111)",Wafuya,Clean Equipment And Utensils Properly Stored,06/26/2018 12:00:00 AM,07/03/2018 12:00:00 AM,Corrected
"1629 Cambridge St
Cambridge, MA
(42.374805, -71.109201)",Darwin's Ltd,Non-Food Contact Surfaces Clean,09/22/2016 12:00:00 AM,09/29/2016 12:00:00 AM,Corrected
"1555 Massachusetts Ave
Cambridge, MA
(42.377938, -71.120085)",Youth on Fire,Food Contact Surfaces Cleaned And Sanitized,06/24/2014 12:00:00 AM,05/07/2019 06:00:32 AM,Corrected
"928 Massachusetts Ave
Cambridge, MA
(42.368526, -71.109098)",India Castle,Non-Food Contact Surfaces Clean,03/02/2015 12:00:00 AM,03/09/2015 12:00:00 AM,Corrected
"732 CAMBRIDGE ST
Cambridge, MA
(42.372188, -71.089025)",Central Bakery,"Premises, Maintained, Unnecessary Articles, Main-",07/03/2018 12:00:00 AM,07/19/2018 12:00:00 AM,Cited
"1945 Massachusetts Ave
Cambridge, MA
(42.389635, -71.120174)",Newtowne Grille,Equipment Thermometers and Pressure Gauge,10/24/2017 12:00:00 AM,10/31/2017 12:00:00 AM,Corrected
"340 RIVER ST
Cambridge, MA
(42.362053, -71.114098)",Wholefoods Market,"Pre-Flushed, Scraped, Soaked",02/20/2019 12:00:00 AM,03/06/2019 12:00:00 AM,Corrected
"33 Brattle St
Cambridge, MA
(42.373185, -71.120779)",Flat Patties,Food Utensils Properly Stored,08/14/2017 12:00:00 AM,08/21/2017 12:00:00 AM,Corrected
"71 Mt Auburn St
Cambridge, MA
(42.371923, -71.118403)",Boloco,Facilities To Maintain Product Temperature,08/16/2013 12:00:00 AM,09/26/2013 12:00:00 AM,Corrected
"45 Mt Auburn St
Cambridge, MA
(42.371218, -71.116523)",Daedalus Restaurant,"Non-Food Contact Surfaces Desgned, Maint., Inst.",11/30/2016 12:00:00 AM,12/07/2016 12:00:00 AM,Corrected
"1A KENDALL SQ
Cambridge, MA
(42.366633, -71.091586)",Westbridge,"Insects, Rodents, Animals, Outer Openings",09/22/2014 12:00:00 AM,09/30/2014 12:00:00 AM,Corrected
"92 Kirkland St
Cambridge, MA
(42.378059, -71.107417)",Savenors,"Time As A Public Health Control, Variance",01/13/2015 12:00:00 AM,01/20/2015 12:00:00 AM,Corrected
"575 Memorial Dr
Cambridge, MA
(42.353488, -71.105459)",Hyatt Regency,"Adequate Lighting, Fixtures Shielded",03/18/2013 12:00:00 AM,03/25/2013 12:00:00 AM,Cited
"444 Broadway
Cambridge, MA
(42.373132, -71.110686)",Angelos Pizza,Non-Food Contact Surfaces Clean,04/11/2017 12:00:00 AM,04/18/2017 12:00:00 AM,Corrected
"355 Main St
Cambridge, MA
(42.362522, -71.086973)",Bailey & Sage,Food Contact Surfaces Clean,06/26/2017 12:00:00 AM,05/07/2019 06:00:38 AM,Corrected
"1755 Massachusetts Ave
Cambridge, MA
(42.385226, -71.119299)",The Abbey,Facilities To Maintain Product Temperature,10/20/2016 12:00:00 AM,11/01/2016 12:00:00 AM,Corrected
"1193 Cambridge St
Cambridge, MA
(42.373262, -71.097238)",Tupelo,Food Contact Surfaces Clean,01/09/2014 12:00:00 AM,01/16/2014 12:00:00 AM,Corrected
"569 CAMBRIDGE ST
Cambridge, MA
(42.371763, -71.085684)",Pandanleaf,Person In Charge (PIC) Assigned,02/07/2018 12:00:00 AM,05/07/2019 06:00:39 AM,Cited
"928 Massachusetts Ave
Cambridge, MA
(42.368526, -71.109098)",India. Castle,"Non-Food Contact Surfaces Desgned, Maint., Inst.",11/04/2013 12:00:00 AM,11/20/2013 12:00:00 AM,Corrected
"1 One Kendall Square
Complex Cambridge, MA
(42.36635, -71.090894)",Blue Room,Prevention Of Contamination From Hands,02/10/2014 12:00:00 AM,02/18/2014 12:00:00 AM,Corrected
"468 Broadway
Cambridge, MA
(42.374014, -71.112901)",Broadway Market,"Hand Cleanser, Hand Drying, Toilet Tissue, Signage",04/10/2017 12:00:00 AM,04/18/2017 12:00:00 AM,Corrected
"250 Massachusetts Ave
Cambridge, MA
(42.361606, -71.097317)",Novartis,"Adequate Num., Freq., Covred, Clean, Vermin Proof",05/31/2017 12:00:00 AM,08/22/2017 12:00:00 AM,Corrected
"14 Jfk St
Cambridge, MA
(42.373162, -71.119657)",Russell House,Prevention Of Contamination From Hands,11/25/2013 12:00:00 AM,12/02/2013 12:00:00 AM,Corrected
"60 CONCORD AVE
Cambridge, MA
(42.381527, -71.129527)",St Peter's Cafeteria,Food Contact Surfaces Cleaned And Sanitized,04/02/2014 12:00:00 AM,05/07/2019 06:00:32 AM,Cited
"1 Harvard
Yard Cambridge, MA
(42.740054, -71.028155)",Dudley House,Hot And Cold Holding,05/17/2013 12:00:00 AM,05/07/2019 06:00:40 AM,Cited
"8 ELIOT SQ
Cambridge, MA
(42.372571, -71.121635)",Falafel Corner,"Separation, Segregation, No Cross Contamination",08/29/2016 12:00:00 AM,09/19/2016 12:00:00 AM,Corrected
"100 Cambridgeside Pl
Cambridge, MA
(42.367005, -71.076013)",California Pizza Kitchen,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",10/21/2014 12:00:00 AM,10/28/2014 12:00:00 AM,Corrected
"25 Central Sq
Cambridge, MA
(42.365296, -71.104633)",Moody's Falafel Palace,Food Utensils Properly Stored,03/05/2018 12:00:00 AM,03/12/2018 12:00:00 AM,Corrected
"912 Massachusetts Ave
Cambridge, MA
(42.368338, -71.108681)",Plough & Stars,"Wiping Cloths, Clean, Sanitized, Use Restricted",02/27/2013 12:00:00 AM,05/07/2019 06:00:38 AM,Cited
"74 Winthrop St
Cambridge, MA
(42.372065, -71.12031)",Pinocchio's Pizza,"Adequate Num., Freq., Covred, Clean, Vermin Proof",02/06/2019 12:00:00 AM,02/13/2019 12:00:00 AM,Corrected
"1923 Massachusetts Ave
Cambridge, MA
(42.389359, -71.119911)",Yume Wo Katare,"Food Contact Surfaces Designed, Maint. ,Installed",01/31/2017 12:00:00 AM,02/07/2017 12:00:00 AM,Corrected
"25 Brattle St
Cambridge, MA
(42.373248, -71.120519)",Hidden Sweets,"Adequate Lighting, Fixtures Shielded",08/12/2014 12:00:00 AM,08/19/2014 12:00:00 AM,Corrected
"1876 MASSACHUSETTS AVE
Cambridge, MA
(42.38829, -71.119528)",Bruegger's Bagels,"Food Protection, Storage, Display, Transportation",06/06/2016 12:00:00 AM,06/14/2016 12:00:00 AM,Corrected
"2378 Massachusetts Ave
Cambridge, MA
(42.396804, -71.129638)",Suvaai,"Water Safe, Hot And Cold Under Pressure",03/22/2018 12:00:00 AM,03/29/2018 12:00:00 AM,Corrected
"1920 MASSACHUSETTS AVE
Cambridge, MA
(42.389135, -71.119872)",Christopher's,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",05/07/2018 12:00:00 AM,05/24/2018 12:00:00 AM,Corrected
"1008 Cambridge St
Cambridge, MA
(42.372822, -71.093883)",Muqueca,"Adequate Lighting, Fixtures Shielded",12/22/2015 12:00:00 AM,12/22/2015 12:00:00 AM,Corrected
"250 Kendall St
Cambridge, MA
(42.363782, -71.082747)",Commonwealth Restaurant,"Adequate Lighting, Fixtures Shielded",11/13/2013 12:00:00 AM,11/20/2013 12:00:00 AM,Corrected
"1 BOW ST
Cambridge, MA
(42.372108, -71.115698)",Santouka Cambridge,Cooling,03/18/2015 12:00:00 AM,04/03/2015 12:00:00 AM,Corrected
"723 Cambridge St
Cambridge, MA
(42.372155, -71.088756)",Portugalia Restaurant,Non-Food Contact Surfaces Clean,02/13/2018 12:00:00 AM,02/26/2018 12:00:00 AM,Corrected
"569 CAMBRIDGE ST
Cambridge, MA
(42.371763, -71.085684)",Pandanleaf,PIC Performing Duties,08/08/2017 12:00:00 AM,05/07/2019 06:00:39 AM,Corrected
"100 Cambridgeside Pl
Cambridge, MA
(42.367005, -71.076013)",CVS,"Non-Food Contact Surfaces Desgned, Maint., Inst.",05/26/2016 12:00:00 AM,06/14/2016 12:00:00 AM,Corrected
"100 Cambridgeside Pl
Cambridge, MA
(42.367005, -71.076013)",Sarku Japan,"Water Safe, Hot And Cold Under Pressure",12/28/2016 12:00:00 AM,01/04/2017 12:00:00 AM,Corrected
"781 Main St
Cambridge, MA
(42.363229, -71.096883)",Mae Asian Eatery,"Food Protection, Storage, Display, Transportation",01/28/2019 12:00:00 AM,02/13/2019 12:00:00 AM,Corrected
"1760 Massachusetts Ave
Cambridge, MA
(42.385347, -71.119404)",The Half-Shell Inc,"Insects, Rodents, Animals, Outer Openings",10/25/2016 12:00:00 AM,11/01/2016 12:00:00 AM,Corrected
"2234 Massachusetts Ave
Cambridge, MA
(42.39383, -71.126297)",Foodland,"Food Protection, Storage, Display, Transportation",02/07/2018 12:00:00 AM,02/14/2018 12:00:00 AM,Corrected
"89 Winthrop St
Cambridge, MA
(42.372446, -71.121146)",Grendel's Den Restaurant & Bar,"Hand Cleanser, Hand Drying, Toilet Tissue, Signage",03/07/2016 12:00:00 AM,05/07/2019 06:00:38 AM,Cited
"1712 MASSACHUSETTS AVE
Cambridge, MA
(42.383537, -71.119598)",Changsho Restaurant,"Food Contact Surfaces Designed, Maint. ,Installed",03/29/2018 12:00:00 AM,04/05/2018 12:00:00 AM,Corrected
"119 Windsor St
Cambridge, MA
(42.364611, -71.096355)",Community Art Center,"Wiping Cloths, Clean, Sanitized, Use Restricted",12/18/2018 12:00:00 AM,01/07/2019 12:00:00 AM,Corrected
"1760 Massachusetts Ave
Cambridge, MA
(42.385347, -71.119404)",The 1/2 Shell,"Non-Food Contact Surfaces Desgned, Maint., Inst.",01/12/2016 12:00:00 AM,01/19/2016 12:00:00 AM,Corrected
"89 Winthrop St
Cambridge, MA
(42.372446, -71.121146)",Grendel's Den,Rooms And Equipment Vented,01/05/2015 12:00:00 AM,01/12/2015 12:00:00 AM,Corrected
"158 Prospect St
Cambridge, MA
(42.369158, -71.101145)",Koreana Restaurant,Food Utensils Properly Stored,10/17/2017 12:00:00 AM,10/24/2017 12:00:00 AM,Corrected
"468 Broadway
Cambridge, MA
(42.374014, -71.112901)",Broadway Market,"Hand Cleanser, Hand Drying, Toilet Tissue, Signage",04/10/2017 12:00:00 AM,04/18/2017 12:00:00 AM,Corrected
"33 Dunster St
Cambridge, MA
(42.372535, -71.119191)",John Harvard Brew House,"Food Protection, Storage, Display, Transportation",09/25/2014 12:00:00 AM,09/26/2014 12:00:00 AM,Corrected
"1350 Massachusetts Ave
Cambridge, MA
(42.373241, -71.118336)",The Heights,"Insects, Rodents, Animals, Outer Openings",04/08/2019 12:00:00 AM,04/24/2019 12:00:00 AM,Corrected
"66 SHERMAN ST
Cambridge, MA
(42.387437, -71.131813)",Cadbury Commons,"Wiping Cloths, Clean, Sanitized, Use Restricted",07/18/2017 12:00:00 AM,07/31/2017 12:00:00 AM,Corrected
"158 Spring St
Cambridge, MA
(42.369754, -71.08647)",East Cambridge Preschool,"Water Safe, Hot And Cold Under Pressure",03/16/2015 12:00:00 AM,05/07/2019 06:00:37 AM,Cited
"851 CAMBRIDGE ST
Cambridge, MA
(42.372454, -71.091028)",Sunset Cafe,"Separation From Living/Sleeping Quarters, Laundry",04/15/2014 12:00:00 AM,04/15/2014 12:00:00 AM,Corrected
"24 HOLYOKE ST
Cambridge, MA
(42.37212, -71.118487)",Spice Thai Cuisine,"Premises, Maintained, Unnecessary Articles, Main-",11/28/2018 12:00:00 AM,01/09/2019 12:00:00 AM,Corrected
"2088 Massachusetts Ave
Cambridge, MA
(42.39144, -71.123479)",Wasabi @ Porter,Non-Food Contact Surfaces Clean,08/21/2018 12:00:00 AM,09/05/2018 12:00:00 AM,Corrected
"1001 Massachusetts Ave
Cambridge, MA
(42.369398, -71.11138)",Harvest of India,PHF's Properly Thawed,01/07/2019 12:00:00 AM,01/15/2019 12:00:00 AM,Corrected
"66 SHERMAN ST
Cambridge, MA
(42.387437, -71.131813)",Cadbury Commons,Hot And Cold Holding,02/28/2018 12:00:00 AM,03/21/2018 12:00:00 AM,Corrected
"4 CAMBRIDGE CTR
Cambridge, MA
(42.363046, -71.087413)",Meadhall,Non-Food Contact Surfaces Clean,02/26/2013 12:00:00 AM,03/05/2013 12:00:00 AM,Corrected
"300 THIRD ST
Cambridge, MA
(42.365613, -71.082467)",Fuji at Kendall,"Food Protection, Storage, Display, Transportation",12/01/2016 12:00:00 AM,12/08/2016 12:00:00 AM,Corrected
"50 Broadway
Cambridge, MA
(42.363189, -71.085612)",Champions,Food Contact Surfaces Clean,09/24/2015 12:00:00 AM,10/19/2015 12:00:00 AM,Corrected
"11 Dunster St
Cambridge, MA
(42.372855, -71.119014)",Mike's Pastry,"Labeling Of Ingredients, Accuracy, Allergens",12/08/2014 12:00:00 AM,12/15/2014 12:00:00 AM,Corrected
"300 One Kendall Square
Complex Cambridge, MA",Westbridge,Equipment Thermometers and Pressure Gauge,11/21/2013 12:00:00 AM,12/11/2013 12:00:00 AM,Corrected
"1667 Massachusetts Ave
Cambridge, MA
(42.382161, -71.119634)",Cambridge Common,"Fixtures Clean, Good Repair",08/31/2017 12:00:00 AM,09/07/2017 12:00:00 AM,Corrected
"2072 Massachusetts Ave
Cambridge, MA
(42.391237, -71.123085)",Darul Kabab,"Food Contact Surfaces Designed, Maint. ,Installed",06/05/2018 12:00:00 AM,06/12/2018 12:00:00 AM,Corrected
